Datetime (CET+1/CEST +2),Datetime (UTC),Elia Grid Load [MW]
05/01/2022 09:45:00,05/01/2022 08:45:00,"9647,367"
05/01/2022 10:00:00,05/01/2022 09:00:00,"9448,145"
05/01/2022 10:15:00,05/01/2022 09:15:00,"9364,255"
05/01/2022 10:30:00,05/01/2022 09:30:00,"9479,815"
05/01/2022 10:45:00,05/01/2022 09:45:00,"9242,157"
05/01/2022 11:00:00,05/01/2022 10:00:00,"9311,004"
05/01/2022 11:15:00,05/01/2022 10:15:00,"9348,027"
05/01/2022 11:30:00,05/01/2022 10:30:00,"9349,289"
05/01/2022 11:45:00,05/01/2022 10:45:00,"9467,966"
05/01/2022 12:00:00,05/01/2022 11:00:00,"9178,092"
05/01/2022 12:15:00,05/01/2022 11:15:00,"9150,344"
05/01/2022 12:30:00,05/01/2022 11:30:00,"9255,806"
05/01/2022 12:45:00,05/01/2022 11:45:00,"9065,697"
05/01/2022 13:00:00,05/01/2022 12:00:00,"9025,969"
05/01/2022 13:15:00,05/01/2022 12:15:00,"8909,374"
05/01/2022 13:30:00,05/01/2022 12:30:00,"8914,573"
05/01/2022 13:45:00,05/01/2022 12:45:00,"8943,671"
05/01/2022 14:00:00,05/01/2022 13:00:00,"8970,587"
05/01/2022 14:15:00,05/01/2022 13:15:00,"8994,664"
05/01/2022 14:30:00,05/01/2022 13:30:00,"9165,346"
05/01/2022 14:45:00,05/01/2022 13:45:00,"9292,123"
05/01/2022 15:00:00,05/01/2022 14:00:00,"9293,407"
05/01/2022 15:15:00,05/01/2022 14:15:00,"9346,654"
05/01/2022 15:30:00,05/01/2022 14:30:00,"9439,485"
05/01/2022 15:45:00,05/01/2022 14:45:00,"9518,166"
05/01/2022 16:00:00,05/01/2022 15:00:00,"9621,493"
05/01/2022 16:15:00,05/01/2022 15:15:00,"9677,100"
05/01/2022 16:30:00,05/01/2022 15:30:00,"9727,221"
05/01/2022 16:45:00,05/01/2022 15:45:00,"9862,153"
05/01/2022 17:00:00,05/01/2022 16:00:00,"10151,177"
05/01/2022 17:15:00,05/01/2022 16:15:00,"10243,797"
05/01/2022 17:30:00,05/01/2022 16:30:00,"10379,814"
05/01/2022 17:45:00,05/01/2022 16:45:00,"10498,912"
05/01/2022 18:00:00,05/01/2022 17:00:00,"10285,794"
05/01/2022 18:15:00,05/01/2022 17:15:00,"10224,776"
05/01/2022 18:30:00,05/01/2022 17:30:00,"10392,105"
05/01/2022 18:45:00,05/01/2022 17:45:00,"10296,554"
05/01/2022 19:00:00,05/01/2022 18:00:00,"10220,825"
05/01/2022 19:15:00,05/01/2022 18:15:00,"10088,705"
05/01/2022 19:30:00,05/01/2022 18:30:00,"9806,992"
05/01/2022 19:45:00,05/01/2022 18:45:00,"9747,129"
05/01/2022 20:00:00,05/01/2022 19:00:00,"9610,276"
05/01/2022 20:15:00,05/01/2022 19:15:00,"9504,334"
05/01/2022 20:30:00,05/01/2022 19:30:00,"9456,013"
05/01/2022 20:45:00,05/01/2022 19:45:00,"9247,388"
05/01/2022 21:00:00,05/01/2022 20:00:00,"9095,465"
05/01/2022 21:15:00,05/01/2022 20:15:00,"9068,067"
05/01/2022 21:30:00,05/01/2022 20:30:00,"8889,838"
05/01/2022 21:45:00,05/01/2022 20:45:00,"8885,451"
05/01/2022 22:00:00,05/01/2022 21:00:00,"9069,890"
05/01/2022 22:15:00,05/01/2022 21:15:00,"9110,815"
05/01/2022 22:30:00,05/01/2022 21:30:00,"9126,929"
05/01/2022 22:45:00,05/01/2022 21:45:00,"9097,958"
05/01/2022 23:00:00,05/01/2022 22:00:00,"9148,111"
05/01/2022 23:15:00,05/01/2022 22:15:00,"9115,103"
05/01/2022 23:30:00,05/01/2022 22:30:00,"8955,087"
05/01/2022 23:45:00,05/01/2022 22:45:00,"8798,152"
06/01/2022 00:00:00,05/01/2022 23:00:00,"8595,979"
06/01/2022 00:15:00,05/01/2022 23:15:00,"8499,129"
06/01/2022 00:30:00,05/01/2022 23:30:00,"8522,885"
06/01/2022 00:45:00,05/01/2022 23:45:00,"8341,872"
06/01/2022 01:00:00,06/01/2022 00:00:00,"8231,250"
06/01/2022 01:15:00,06/01/2022 00:15:00,"8167,868"
06/01/2022 01:30:00,06/01/2022 00:30:00,"8011,567"
06/01/2022 01:45:00,06/01/2022 00:45:00,"8020,999"
06/01/2022 02:00:00,06/01/2022 01:00:00,"7925,417"
06/01/2022 02:15:00,06/01/2022 01:15:00,"7868,740"
06/01/2022 02:30:00,06/01/2022 01:30:00,"7883,808"
06/01/2022 02:45:00,06/01/2022 01:45:00,"7755,731"
06/01/2022 03:00:00,06/01/2022 02:00:00,"7767,375"
06/01/2022 03:15:00,06/01/2022 02:15:00,"7892,738"
06/01/2022 03:30:00,06/01/2022 02:30:00,"7916,848"
06/01/2022 03:45:00,06/01/2022 02:45:00,"7971,222"
06/01/2022 04:00:00,06/01/2022 03:00:00,"7855,098"
06/01/2022 04:15:00,06/01/2022 03:15:00,"7892,730"
06/01/2022 04:30:00,06/01/2022 03:30:00,"8021,901"
06/01/2022 04:45:00,06/01/2022 03:45:00,"8106,843"
06/01/2022 05:00:00,06/01/2022 04:00:00,"8270,832"
06/01/2022 05:15:00,06/01/2022 04:15:00,"8172,206"
06/01/2022 05:30:00,06/01/2022 04:30:00,"8369,596"
06/01/2022 05:45:00,06/01/2022 04:45:00,"8582,116"
06/01/2022 06:00:00,06/01/2022 05:00:00,"8882,478"
06/01/2022 06:15:00,06/01/2022 05:15:00,"9121,395"
06/01/2022 06:30:00,06/01/2022 05:30:00,"9262,622"
06/01/2022 06:45:00,06/01/2022 05:45:00,"9365,772"
06/01/2022 07:00:00,06/01/2022 06:00:00,"9542,673"
06/01/2022 07:15:00,06/01/2022 06:15:00,"9566,259"
06/01/2022 07:30:00,06/01/2022 06:30:00,"9755,741"
06/01/2022 07:45:00,06/01/2022 06:45:00,"9956,443"
06/01/2022 08:00:00,06/01/2022 07:00:00,"10228,894"
06/01/2022 08:15:00,06/01/2022 07:15:00,"10355,741"
06/01/2022 08:30:00,06/01/2022 07:30:00,"10397,981"
06/01/2022 08:45:00,06/01/2022 07:45:00,"10464,472"
06/01/2022 09:00:00,06/01/2022 08:00:00,"10443,456"
06/01/2022 09:15:00,06/01/2022 08:15:00,"10546,458"
06/01/2022 09:30:00,06/01/2022 08:30:00,"10393,320"
06/01/2022 09:45:00,06/01/2022 08:45:00,"10306,602"
06/01/2022 10:00:00,06/01/2022 09:00:00,"10055,243"
06/01/2022 10:15:00,06/01/2022 09:15:00,"9890,210"
06/01/2022 10:30:00,06/01/2022 09:30:00,"9799,644"
06/01/2022 10:45:00,06/01/2022 09:45:00,"9794,284"
06/01/2022 11:00:00,06/01/2022 10:00:00,"9738,280"
06/01/2022 11:15:00,06/01/2022 10:15:00,"9586,760"
06/01/2022 11:30:00,06/01/2022 10:30:00,"9528,960"
06/01/2022 11:45:00,06/01/2022 10:45:00,"9490,919"
06/01/2022 12:00:00,06/01/2022 11:00:00,"9305,503"
06/01/2022 12:15:00,06/01/2022 11:15:00,"9229,423"
06/01/2022 12:30:00,06/01/2022 11:30:00,"9074,704"
06/01/2022 12:45:00,06/01/2022 11:45:00,"8952,865"
06/01/2022 13:00:00,06/01/2022 12:00:00,"8957,250"
06/01/2022 13:15:00,06/01/2022 12:15:00,"8985,866"
06/01/2022 13:30:00,06/01/2022 12:30:00,"9007,085"
06/01/2022 13:45:00,06/01/2022 12:45:00,"9040,364"
06/01/2022 14:00:00,06/01/2022 13:00:00,"9080,784"
06/01/2022 14:15:00,06/01/2022 13:15:00,"9153,626"
06/01/2022 14:30:00,06/01/2022 13:30:00,"9210,632"
06/01/2022 14:45:00,06/01/2022 13:45:00,"9279,284"
06/01/2022 15:00:00,06/01/2022 14:00:00,"9333,789"
06/01/2022 15:15:00,06/01/2022 14:15:00,"9552,440"
06/01/2022 15:30:00,06/01/2022 14:30:00,"9840,978"
06/01/2022 15:45:00,06/01/2022 14:45:00,"9955,699"
06/01/2022 16:00:00,06/01/2022 15:00:00,"10089,149"
06/01/2022 16:15:00,06/01/2022 15:15:00,"10045,266"
06/01/2022 16:30:00,06/01/2022 15:30:00,"10120,294"
06/01/2022 16:45:00,06/01/2022 15:45:00,"10276,319"
06/01/2022 17:00:00,06/01/2022 16:00:00,"10563,085"
06/01/2022 17:15:00,06/01/2022 16:15:00,"10605,739"
06/01/2022 17:30:00,06/01/2022 16:30:00,"10723,105"
06/01/2022 17:45:00,06/01/2022 16:45:00,"10830,498"
06/01/2022 18:00:00,06/01/2022 17:00:00,"10666,200"
06/01/2022 18:15:00,06/01/2022 17:15:00,"10567,722"
06/01/2022 18:30:00,06/01/2022 17:30:00,"10455,946"
06/01/2022 18:45:00,06/01/2022 17:45:00,"10404,891"
06/01/2022 19:00:00,06/01/2022 18:00:00,"10272,067"
06/01/2022 19:15:00,06/01/2022 18:15:00,"10135,501"
06/01/2022 19:30:00,06/01/2022 18:30:00,"9958,776"
06/01/2022 19:45:00,06/01/2022 18:45:00,"9669,092"
06/01/2022 20:00:00,06/01/2022 19:00:00,"9544,743"
06/01/2022 20:15:00,06/01/2022 19:15:00,"9323,174"
06/01/2022 20:30:00,06/01/2022 19:30:00,"9150,383"
06/01/2022 20:45:00,06/01/2022 19:45:00,"8940,034"
06/01/2022 21:00:00,06/01/2022 20:00:00,"8693,193"
06/01/2022 21:15:00,06/01/2022 20:15:00,"8591,896"
06/01/2022 21:30:00,06/01/2022 20:30:00,"8490,285"
06/01/2022 21:45:00,06/01/2022 20:45:00,"8352,920"
06/01/2022 22:00:00,06/01/2022 21:00:00,"8472,620"
06/01/2022 22:15:00,06/01/2022 21:15:00,"8437,755"
06/01/2022 22:30:00,06/01/2022 21:30:00,"8510,806"
06/01/2022 22:45:00,06/01/2022 21:45:00,"8390,949"
06/01/2022 23:00:00,06/01/2022 22:00:00,"8423,776"
06/01/2022 23:15:00,06/01/2022 22:15:00,"8479,134"
06/01/2022 23:30:00,06/01/2022 22:30:00,"8327,166"
06/01/2022 23:45:00,06/01/2022 22:45:00,"8127,483"
07/01/2022 00:00:00,06/01/2022 23:00:00,"7919,166"
07/01/2022 00:15:00,06/01/2022 23:15:00,"7737,180"
07/01/2022 00:30:00,06/01/2022 23:30:00,"7699,443"
07/01/2022 00:45:00,06/01/2022 23:45:00,"7520,197"
07/01/2022 01:00:00,07/01/2022 00:00:00,"7432,302"
07/01/2022 01:15:00,07/01/2022 00:15:00,"7315,287"
07/01/2022 01:30:00,07/01/2022 00:30:00,"7020,593"
07/01/2022 01:45:00,07/01/2022 00:45:00,"6977,345"
07/01/2022 02:00:00,07/01/2022 01:00:00,"6932,654"
07/01/2022 02:15:00,07/01/2022 01:15:00,"6828,870"
07/01/2022 02:30:00,07/01/2022 01:30:00,"6875,500"
07/01/2022 02:45:00,07/01/2022 01:45:00,"6816,900"
07/01/2022 03:00:00,07/01/2022 02:00:00,"6884,716"
07/01/2022 03:15:00,07/01/2022 02:15:00,"6917,420"
07/01/2022 03:30:00,07/01/2022 02:30:00,"6760,303"
07/01/2022 03:45:00,07/01/2022 02:45:00,"6711,800"
07/01/2022 04:00:00,07/01/2022 03:00:00,"6695,997"
07/01/2022 04:15:00,07/01/2022 03:15:00,"6778,049"
07/01/2022 04:30:00,07/01/2022 03:30:00,"6759,348"
07/01/2022 04:45:00,07/01/2022 03:45:00,"6924,135"
07/01/2022 05:00:00,07/01/2022 04:00:00,"7076,841"
07/01/2022 05:15:00,07/01/2022 04:15:00,"7264,316"
07/01/2022 05:30:00,07/01/2022 04:30:00,"7413,896"
07/01/2022 05:45:00,07/01/2022 04:45:00,"7494,212"
07/01/2022 06:00:00,07/01/2022 05:00:00,"7732,250"
07/01/2022 06:15:00,07/01/2022 05:15:00,"7890,491"
07/01/2022 06:30:00,07/01/2022 05:30:00,"8206,319"
07/01/2022 06:45:00,07/01/2022 05:45:00,"8316,867"
07/01/2022 07:00:00,07/01/2022 06:00:00,"8453,713"
07/01/2022 07:15:00,07/01/2022 06:15:00,"8583,082"
07/01/2022 07:30:00,07/01/2022 06:30:00,"8853,088"
07/01/2022 07:45:00,07/01/2022 06:45:00,"8955,951"
07/01/2022 08:00:00,07/01/2022 07:00:00,"9196,118"
07/01/2022 08:15:00,07/01/2022 07:15:00,"9466,742"
07/01/2022 08:30:00,07/01/2022 07:30:00,"9566,347"
07/01/2022 08:45:00,07/01/2022 07:45:00,"9515,791"
07/01/2022 09:00:00,07/01/2022 08:00:00,"9524,763"
07/01/2022 09:15:00,07/01/2022 08:15:00,"9656,046"
07/01/2022 09:30:00,07/01/2022 08:30:00,"9782,655"
07/01/2022 09:45:00,07/01/2022 08:45:00,"9631,555"
07/01/2022 10:00:00,07/01/2022 09:00:00,"9598,750"
07/01/2022 10:15:00,07/01/2022 09:15:00,"9624,636"
07/01/2022 10:30:00,07/01/2022 09:30:00,"9622,658"
07/01/2022 10:45:00,07/01/2022 09:45:00,"9613,374"
07/01/2022 11:00:00,07/01/2022 10:00:00,"9525,650"
07/01/2022 11:15:00,07/01/2022 10:15:00,"9594,925"
07/01/2022 11:30:00,07/01/2022 10:30:00,"9599,143"
07/01/2022 11:45:00,07/01/2022 10:45:00,"9720,236"
07/01/2022 12:00:00,07/01/2022 11:00:00,"9692,916"
07/01/2022 12:15:00,07/01/2022 11:15:00,"9596,947"
07/01/2022 12:30:00,07/01/2022 11:30:00,"9570,588"
07/01/2022 12:45:00,07/01/2022 11:45:00,"9498,900"
07/01/2022 13:00:00,07/01/2022 12:00:00,"9610,955"
07/01/2022 13:15:00,07/01/2022 12:15:00,"9592,665"
07/01/2022 13:30:00,07/01/2022 12:30:00,"9542,636"
07/01/2022 13:45:00,07/01/2022 12:45:00,"9526,986"
07/01/2022 14:00:00,07/01/2022 13:00:00,"9609,634"
07/01/2022 14:15:00,07/01/2022 13:15:00,"9478,564"
07/01/2022 14:30:00,07/01/2022 13:30:00,"9385,525"
07/01/2022 14:45:00,07/01/2022 13:45:00,"9357,385"
07/01/2022 15:00:00,07/01/2022 14:00:00,"9300,531"
07/01/2022 15:15:00,07/01/2022 14:15:00,"9526,495"
07/01/2022 15:30:00,07/01/2022 14:30:00,"9586,216"
07/01/2022 15:45:00,07/01/2022 14:45:00,"9616,237"
07/01/2022 16:00:00,07/01/2022 15:00:00,"9660,270"
07/01/2022 16:15:00,07/01/2022 15:15:00,"9748,108"
07/01/2022 16:30:00,07/01/2022 15:30:00,"9728,430"
07/01/2022 16:45:00,07/01/2022 15:45:00,"9867,245"
07/01/2022 17:00:00,07/01/2022 16:00:00,"10231,036"
07/01/2022 17:15:00,07/01/2022 16:15:00,"10355,548"
07/01/2022 17:30:00,07/01/2022 16:30:00,"10349,400"
07/01/2022 17:45:00,07/01/2022 16:45:00,"10278,279"
07/01/2022 18:00:00,07/01/2022 17:00:00,"10411,398"
07/01/2022 18:15:00,07/01/2022 17:15:00,"10424,597"
07/01/2022 18:30:00,07/01/2022 17:30:00,"10356,908"
07/01/2022 18:45:00,07/01/2022 17:45:00,"10288,898"
07/01/2022 19:00:00,07/01/2022 18:00:00,"10092,656"
07/01/2022 19:15:00,07/01/2022 18:15:00,"9943,685"
07/01/2022 19:30:00,07/01/2022 18:30:00,"9960,773"
07/01/2022 19:45:00,07/01/2022 18:45:00,"9836,210"
07/01/2022 20:00:00,07/01/2022 19:00:00,"9680,349"
07/01/2022 20:15:00,07/01/2022 19:15:00,"9547,405"
07/01/2022 20:30:00,07/01/2022 19:30:00,"9407,493"
07/01/2022 20:45:00,07/01/2022 19:45:00,"9284,547"
07/01/2022 21:00:00,07/01/2022 20:00:00,"9226,388"
07/01/2022 21:15:00,07/01/2022 20:15:00,"9151,851"
07/01/2022 21:30:00,07/01/2022 20:30:00,"9231,665"
07/01/2022 21:45:00,07/01/2022 20:45:00,"9161,017"
07/01/2022 22:00:00,07/01/2022 21:00:00,"9253,529"
07/01/2022 22:15:00,07/01/2022 21:15:00,"9285,707"
07/01/2022 22:30:00,07/01/2022 21:30:00,"9457,202"
07/01/2022 22:45:00,07/01/2022 21:45:00,"9336,456"
07/01/2022 23:00:00,07/01/2022 22:00:00,"9388,462"
07/01/2022 23:15:00,07/01/2022 22:15:00,"9387,711"
07/01/2022 23:30:00,07/01/2022 22:30:00,"9216,984"
07/01/2022 23:45:00,07/01/2022 22:45:00,"9139,852"
08/01/2022 00:00:00,07/01/2022 23:00:00,"9221,721"
08/01/2022 00:15:00,07/01/2022 23:15:00,"8924,569"
08/01/2022 00:30:00,07/01/2022 23:30:00,"8898,358"
08/01/2022 00:45:00,07/01/2022 23:45:00,"8600,875"
08/01/2022 01:00:00,08/01/2022 00:00:00,"8513,975"
08/01/2022 01:15:00,08/01/2022 00:15:00,"8382,846"
08/01/2022 01:30:00,08/01/2022 00:30:00,"8228,415"
08/01/2022 01:45:00,08/01/2022 00:45:00,"8072,609"
08/01/2022 02:00:00,08/01/2022 01:00:00,"7923,385"
08/01/2022 02:15:00,08/01/2022 01:15:00,"7806,164"
08/01/2022 02:30:00,08/01/2022 01:30:00,"7795,368"
08/01/2022 02:45:00,08/01/2022 01:45:00,"7774,604"
08/01/2022 03:00:00,08/01/2022 02:00:00,"7790,118"
08/01/2022 03:15:00,08/01/2022 02:15:00,"7621,046"
08/01/2022 03:30:00,08/01/2022 02:30:00,"7596,940"
08/01/2022 03:45:00,08/01/2022 02:45:00,"7576,844"
08/01/2022 04:00:00,08/01/2022 03:00:00,"7409,073"
08/01/2022 04:15:00,08/01/2022 03:15:00,"7538,215"
08/01/2022 04:30:00,08/01/2022 03:30:00,"7497,855"
08/01/2022 04:45:00,08/01/2022 03:45:00,"7561,545"
08/01/2022 05:00:00,08/01/2022 04:00:00,"7494,663"
08/01/2022 05:15:00,08/01/2022 04:15:00,"7492,613"
08/01/2022 05:30:00,08/01/2022 04:30:00,"7536,940"
08/01/2022 05:45:00,08/01/2022 04:45:00,"7626,741"
08/01/2022 06:00:00,08/01/2022 05:00:00,"7735,001"
08/01/2022 06:15:00,08/01/2022 05:15:00,"7684,737"
08/01/2022 06:30:00,08/01/2022 05:30:00,"7754,774"
08/01/2022 06:45:00,08/01/2022 05:45:00,"7830,011"
08/01/2022 07:00:00,08/01/2022 06:00:00,"7795,173"
08/01/2022 07:15:00,08/01/2022 06:15:00,"7856,230"
08/01/2022 07:30:00,08/01/2022 06:30:00,"7994,273"
08/01/2022 07:45:00,08/01/2022 06:45:00,"8104,078"
08/01/2022 08:00:00,08/01/2022 07:00:00,"8262,795"
08/01/2022 08:15:00,08/01/2022 07:15:00,"8333,521"
08/01/2022 08:30:00,08/01/2022 07:30:00,"8291,397"
08/01/2022 08:45:00,08/01/2022 07:45:00,"8380,444"
08/01/2022 09:00:00,08/01/2022 08:00:00,"8413,928"
08/01/2022 09:15:00,08/01/2022 08:15:00,"8681,387"
08/01/2022 09:30:00,08/01/2022 08:30:00,"8753,552"
08/01/2022 09:45:00,08/01/2022 08:45:00,"8622,936"
08/01/2022 10:00:00,08/01/2022 09:00:00,"8852,513"
08/01/2022 10:15:00,08/01/2022 09:15:00,"8757,240"
08/01/2022 10:30:00,08/01/2022 09:30:00,"8727,088"
08/01/2022 10:45:00,08/01/2022 09:45:00,"8812,899"
08/01/2022 11:00:00,08/01/2022 10:00:00,"8667,242"
08/01/2022 11:15:00,08/01/2022 10:15:00,"8723,202"
08/01/2022 11:30:00,08/01/2022 10:30:00,"8592,037"
08/01/2022 11:45:00,08/01/2022 10:45:00,"8502,181"
08/01/2022 12:00:00,08/01/2022 11:00:00,"8363,956"
08/01/2022 12:15:00,08/01/2022 11:15:00,"8348,064"
08/01/2022 12:30:00,08/01/2022 11:30:00,"8275,025"
08/01/2022 12:45:00,08/01/2022 11:45:00,"8353,983"
08/01/2022 13:00:00,08/01/2022 12:00:00,"8187,122"
08/01/2022 13:15:00,08/01/2022 12:15:00,"8049,926"
08/01/2022 13:30:00,08/01/2022 12:30:00,"8201,670"
08/01/2022 13:45:00,08/01/2022 12:45:00,"8078,871"
08/01/2022 14:00:00,08/01/2022 13:00:00,"7962,209"
08/01/2022 14:15:00,08/01/2022 13:15:00,"7968,122"
08/01/2022 14:30:00,08/01/2022 13:30:00,"7979,568"
08/01/2022 14:45:00,08/01/2022 13:45:00,"7967,456"
08/01/2022 15:00:00,08/01/2022 14:00:00,"8032,021"
08/01/2022 15:15:00,08/01/2022 14:15:00,"8094,276"
08/01/2022 15:30:00,08/01/2022 14:30:00,"8023,880"
08/01/2022 15:45:00,08/01/2022 14:45:00,"7982,084"
08/01/2022 16:00:00,08/01/2022 15:00:00,"8054,446"
08/01/2022 16:15:00,08/01/2022 15:15:00,"8126,294"
08/01/2022 16:30:00,08/01/2022 15:30:00,"8160,698"
08/01/2022 16:45:00,08/01/2022 15:45:00,"8175,770"
08/01/2022 17:00:00,08/01/2022 16:00:00,"8318,212"
08/01/2022 17:15:00,08/01/2022 16:15:00,"8492,630"
08/01/2022 17:30:00,08/01/2022 16:30:00,"8547,719"
08/01/2022 17:45:00,08/01/2022 16:45:00,"8583,341"
08/01/2022 18:00:00,08/01/2022 17:00:00,"8743,003"
08/01/2022 18:15:00,08/01/2022 17:15:00,"8620,334"
08/01/2022 18:30:00,08/01/2022 17:30:00,"8506,440"
08/01/2022 18:45:00,08/01/2022 17:45:00,"8449,910"
08/01/2022 19:00:00,08/01/2022 18:00:00,"8472,384"
08/01/2022 19:15:00,08/01/2022 18:15:00,"8339,769"
08/01/2022 19:30:00,08/01/2022 18:30:00,"8186,413"
08/01/2022 19:45:00,08/01/2022 18:45:00,"8127,745"
08/01/2022 20:00:00,08/01/2022 19:00:00,"8124,049"
08/01/2022 20:15:00,08/01/2022 19:15:00,"8013,308"
08/01/2022 20:30:00,08/01/2022 19:30:00,"7792,875"
08/01/2022 20:45:00,08/01/2022 19:45:00,"7768,363"
08/01/2022 21:00:00,08/01/2022 20:00:00,"7580,763"
08/01/2022 21:15:00,08/01/2022 20:15:00,"7535,831"
08/01/2022 21:30:00,08/01/2022 20:30:00,"7708,336"
08/01/2022 21:45:00,08/01/2022 20:45:00,"7645,238"
08/01/2022 22:00:00,08/01/2022 21:00:00,"7577,787"
08/01/2022 22:15:00,08/01/2022 21:15:00,"7636,282"
08/01/2022 22:30:00,08/01/2022 21:30:00,"7797,345"
08/01/2022 22:45:00,08/01/2022 21:45:00,"7824,120"
08/01/2022 23:00:00,08/01/2022 22:00:00,"7830,549"
08/01/2022 23:15:00,08/01/2022 22:15:00,"7626,819"
08/01/2022 23:30:00,08/01/2022 22:30:00,"7474,281"
08/01/2022 23:45:00,08/01/2022 22:45:00,"7342,432"
09/01/2022 00:00:00,08/01/2022 23:00:00,"7298,927"
09/01/2022 00:15:00,08/01/2022 23:15:00,"7084,662"
09/01/2022 00:30:00,08/01/2022 23:30:00,"6888,362"
09/01/2022 00:45:00,08/01/2022 23:45:00,"6681,220"
09/01/2022 01:00:00,09/01/2022 00:00:00,"6638,518"
09/01/2022 01:15:00,09/01/2022 00:15:00,"6462,588"
09/01/2022 01:30:00,09/01/2022 00:30:00,"6432,505"
09/01/2022 01:45:00,09/01/2022 00:45:00,"6379,765"
09/01/2022 02:00:00,09/01/2022 01:00:00,"6245,221"
09/01/2022 02:15:00,09/01/2022 01:15:00,"6229,490"
09/01/2022 02:30:00,09/01/2022 01:30:00,"6192,284"
09/01/2022 02:45:00,09/01/2022 01:45:00,"6243,248"
09/01/2022 03:00:00,09/01/2022 02:00:00,"6197,568"
09/01/2022 03:15:00,09/01/2022 02:15:00,"6054,198"
09/01/2022 03:30:00,09/01/2022 02:30:00,"6067,752"
09/01/2022 03:45:00,09/01/2022 02:45:00,"6056,398"
09/01/2022 04:00:00,09/01/2022 03:00:00,"6007,674"
09/01/2022 04:15:00,09/01/2022 03:15:00,"6116,094"
09/01/2022 04:30:00,09/01/2022 03:30:00,"5970,992"
09/01/2022 04:45:00,09/01/2022 03:45:00,"6133,268"
09/01/2022 05:00:00,09/01/2022 04:00:00,"6214,038"
09/01/2022 05:15:00,09/01/2022 04:15:00,"6168,203"
09/01/2022 05:30:00,09/01/2022 04:30:00,"6266,140"
09/01/2022 05:45:00,09/01/2022 04:45:00,"6224,067"
09/01/2022 06:00:00,09/01/2022 05:00:00,"6474,383"
09/01/2022 06:15:00,09/01/2022 05:15:00,"6478,137"
09/01/2022 06:30:00,09/01/2022 05:30:00,"6612,456"
09/01/2022 06:45:00,09/01/2022 05:45:00,"6576,898"
09/01/2022 07:00:00,09/01/2022 06:00:00,"6567,800"
09/01/2022 07:15:00,09/01/2022 06:15:00,"6740,435"
09/01/2022 07:30:00,09/01/2022 06:30:00,"6966,675"
09/01/2022 07:45:00,09/01/2022 06:45:00,"7024,909"
09/01/2022 08:00:00,09/01/2022 07:00:00,"7104,968"
09/01/2022 08:15:00,09/01/2022 07:15:00,"7292,394"
09/01/2022 08:30:00,09/01/2022 07:30:00,"7527,224"
09/01/2022 08:45:00,09/01/2022 07:45:00,"7678,088"
09/01/2022 09:00:00,09/01/2022 08:00:00,"7711,321"
09/01/2022 09:15:00,09/01/2022 08:15:00,"7807,625"
09/01/2022 09:30:00,09/01/2022 08:30:00,"7893,144"
09/01/2022 09:45:00,09/01/2022 08:45:00,"7901,757"
09/01/2022 10:00:00,09/01/2022 09:00:00,"8039,732"
09/01/2022 10:15:00,09/01/2022 09:15:00,"8110,344"
09/01/2022 10:30:00,09/01/2022 09:30:00,"8043,781"
09/01/2022 10:45:00,09/01/2022 09:45:00,"7918,733"
09/01/2022 11:00:00,09/01/2022 10:00:00,"7949,410"
09/01/2022 11:15:00,09/01/2022 10:15:00,"7976,016"
09/01/2022 11:30:00,09/01/2022 10:30:00,"7889,321"
09/01/2022 11:45:00,09/01/2022 10:45:00,"7895,771"
09/01/2022 12:00:00,09/01/2022 11:00:00,"7903,273"
09/01/2022 12:15:00,09/01/2022 11:15:00,"7883,318"
09/01/2022 12:30:00,09/01/2022 11:30:00,"7823,155"
09/01/2022 12:45:00,09/01/2022 11:45:00,"7811,481"
09/01/2022 13:00:00,09/01/2022 12:00:00,"7751,267"
09/01/2022 13:15:00,09/01/2022 12:15:00,"7842,010"
09/01/2022 13:30:00,09/01/2022 12:30:00,"7746,864"
09/01/2022 13:45:00,09/01/2022 12:45:00,"7530,846"
09/01/2022 14:00:00,09/01/2022 13:00:00,"7673,565"
09/01/2022 14:15:00,09/01/2022 13:15:00,"7686,643"
09/01/2022 14:30:00,09/01/2022 13:30:00,"7817,691"
09/01/2022 14:45:00,09/01/2022 13:45:00,"7862,539"
09/01/2022 15:00:00,09/01/2022 14:00:00,"7974,950"
09/01/2022 15:15:00,09/01/2022 14:15:00,"8068,550"
09/01/2022 15:30:00,09/01/2022 14:30:00,"8344,715"
09/01/2022 15:45:00,09/01/2022 14:45:00,"8375,718"
09/01/2022 16:00:00,09/01/2022 15:00:00,"8463,636"
09/01/2022 16:15:00,09/01/2022 15:15:00,"8636,159"
09/01/2022 16:30:00,09/01/2022 15:30:00,"8786,050"
09/01/2022 16:45:00,09/01/2022 15:45:00,"8939,534"
09/01/2022 17:00:00,09/01/2022 16:00:00,"9279,700"
09/01/2022 17:15:00,09/01/2022 16:15:00,"9696,118"
09/01/2022 17:30:00,09/01/2022 16:30:00,"9839,805"
09/01/2022 17:45:00,09/01/2022 16:45:00,"10007,340"
09/01/2022 18:00:00,09/01/2022 17:00:00,"9876,685"
09/01/2022 18:15:00,09/01/2022 17:15:00,"9960,920"
09/01/2022 18:30:00,09/01/2022 17:30:00,"9975,573"
09/01/2022 18:45:00,09/01/2022 17:45:00,"9955,992"
09/01/2022 19:00:00,09/01/2022 18:00:00,"9813,375"
09/01/2022 19:15:00,09/01/2022 18:15:00,"9814,511"
