Datetime (CET+1/CEST +2),Datetime (UTC),Elia Grid Load [MW]
29/01/2022 19:45:00,29/01/2022 18:45:00,"8323,862"
29/01/2022 20:00:00,29/01/2022 19:00:00,"8177,934"
29/01/2022 20:15:00,29/01/2022 19:15:00,"8175,073"
29/01/2022 20:30:00,29/01/2022 19:30:00,"7991,974"
29/01/2022 20:45:00,29/01/2022 19:45:00,"7860,082"
29/01/2022 21:00:00,29/01/2022 20:00:00,"7930,829"
29/01/2022 21:15:00,29/01/2022 20:15:00,"7773,272"
29/01/2022 21:30:00,29/01/2022 20:30:00,"7634,454"
29/01/2022 21:45:00,29/01/2022 20:45:00,"7446,731"
29/01/2022 22:00:00,29/01/2022 21:00:00,"7602,282"
29/01/2022 22:15:00,29/01/2022 21:15:00,"7784,918"
29/01/2022 22:30:00,29/01/2022 21:30:00,"7838,390"
29/01/2022 22:45:00,29/01/2022 21:45:00,"7826,236"
29/01/2022 23:00:00,29/01/2022 22:00:00,"7933,679"
29/01/2022 23:15:00,29/01/2022 22:15:00,"7859,419"
29/01/2022 23:30:00,29/01/2022 22:30:00,"7860,168"
29/01/2022 23:45:00,29/01/2022 22:45:00,"7695,388"
30/01/2022 00:00:00,29/01/2022 23:00:00,"7550,197"
30/01/2022 00:15:00,29/01/2022 23:15:00,"7543,671"
30/01/2022 00:30:00,29/01/2022 23:30:00,"7455,692"
30/01/2022 00:45:00,29/01/2022 23:45:00,"7376,116"
30/01/2022 01:00:00,30/01/2022 00:00:00,"7390,802"
30/01/2022 01:15:00,30/01/2022 00:15:00,"7200,100"
30/01/2022 01:30:00,30/01/2022 00:30:00,"7127,834"
30/01/2022 01:45:00,30/01/2022 00:45:00,"7144,330"
30/01/2022 02:00:00,30/01/2022 01:00:00,"7125,899"
30/01/2022 02:15:00,30/01/2022 01:15:00,"7058,252"
30/01/2022 02:30:00,30/01/2022 01:30:00,"7071,568"
30/01/2022 02:45:00,30/01/2022 01:45:00,"6978,327"
30/01/2022 03:00:00,30/01/2022 02:00:00,"6985,960"
30/01/2022 03:15:00,30/01/2022 02:15:00,"6904,850"
30/01/2022 03:30:00,30/01/2022 02:30:00,"6822,405"
30/01/2022 03:45:00,30/01/2022 02:45:00,"6885,656"
30/01/2022 04:00:00,30/01/2022 03:00:00,"6841,070"
30/01/2022 04:15:00,30/01/2022 03:15:00,"6932,448"
30/01/2022 04:30:00,30/01/2022 03:30:00,"6925,147"
30/01/2022 04:45:00,30/01/2022 03:45:00,"6864,575"
30/01/2022 05:00:00,30/01/2022 04:00:00,"7002,059"
30/01/2022 05:15:00,30/01/2022 04:15:00,"7009,646"
30/01/2022 05:30:00,30/01/2022 04:30:00,"7034,281"
30/01/2022 05:45:00,30/01/2022 04:45:00,"7058,894"
30/01/2022 06:00:00,30/01/2022 05:00:00,"7248,919"
30/01/2022 06:15:00,30/01/2022 05:15:00,"7353,015"
30/01/2022 06:30:00,30/01/2022 05:30:00,"7470,219"
30/01/2022 06:45:00,30/01/2022 05:45:00,"7449,900"
30/01/2022 07:00:00,30/01/2022 06:00:00,"7439,790"
30/01/2022 07:15:00,30/01/2022 06:15:00,"7478,151"
30/01/2022 07:30:00,30/01/2022 06:30:00,"7640,115"
30/01/2022 07:45:00,30/01/2022 06:45:00,"7664,216"
30/01/2022 08:00:00,30/01/2022 07:00:00,"7822,335"
30/01/2022 08:15:00,30/01/2022 07:15:00,"7806,060"
30/01/2022 08:30:00,30/01/2022 07:30:00,"7829,201"
30/01/2022 08:45:00,30/01/2022 07:45:00,"7906,459"
30/01/2022 09:00:00,30/01/2022 08:00:00,"8024,899"
30/01/2022 09:15:00,30/01/2022 08:15:00,"8034,837"
30/01/2022 09:30:00,30/01/2022 08:30:00,"7873,917"
30/01/2022 09:45:00,30/01/2022 08:45:00,"7828,453"
30/01/2022 10:00:00,30/01/2022 09:00:00,"7786,501"
30/01/2022 10:15:00,30/01/2022 09:15:00,"7565,648"
30/01/2022 10:30:00,30/01/2022 09:30:00,"7411,550"
30/01/2022 10:45:00,30/01/2022 09:45:00,"7252,541"
30/01/2022 11:00:00,30/01/2022 10:00:00,"7292,646"
30/01/2022 11:15:00,30/01/2022 10:15:00,"7336,455"
30/01/2022 11:30:00,30/01/2022 10:30:00,"7312,890"
30/01/2022 11:45:00,30/01/2022 10:45:00,"7277,722"
30/01/2022 12:00:00,30/01/2022 11:00:00,"7289,395"
30/01/2022 12:15:00,30/01/2022 11:15:00,"7334,512"
30/01/2022 12:30:00,30/01/2022 11:30:00,"7359,949"
30/01/2022 12:45:00,30/01/2022 11:45:00,"7403,268"
30/01/2022 13:00:00,30/01/2022 12:00:00,"7394,639"
30/01/2022 13:15:00,30/01/2022 12:15:00,"7388,076"
30/01/2022 13:30:00,30/01/2022 12:30:00,"7331,447"
30/01/2022 13:45:00,30/01/2022 12:45:00,"7243,200"
30/01/2022 14:00:00,30/01/2022 13:00:00,"7331,534"
30/01/2022 14:15:00,30/01/2022 13:15:00,"7374,035"
30/01/2022 14:30:00,30/01/2022 13:30:00,"7525,543"
30/01/2022 14:45:00,30/01/2022 13:45:00,"7538,213"
30/01/2022 15:00:00,30/01/2022 14:00:00,"7682,565"
30/01/2022 15:15:00,30/01/2022 14:15:00,"7835,271"
30/01/2022 15:30:00,30/01/2022 14:30:00,"7801,870"
30/01/2022 15:45:00,30/01/2022 14:45:00,"7837,183"
30/01/2022 16:00:00,30/01/2022 15:00:00,"8115,937"
30/01/2022 16:15:00,30/01/2022 15:15:00,"8309,633"
30/01/2022 16:30:00,30/01/2022 15:30:00,"8538,748"
30/01/2022 16:45:00,30/01/2022 15:45:00,"8651,152"
30/01/2022 17:00:00,30/01/2022 16:00:00,"8934,507"
30/01/2022 17:15:00,30/01/2022 16:15:00,"9101,093"
30/01/2022 17:30:00,30/01/2022 16:30:00,"9415,819"
30/01/2022 17:45:00,30/01/2022 16:45:00,"9670,384"
30/01/2022 18:00:00,30/01/2022 17:00:00,"9686,667"
30/01/2022 18:15:00,30/01/2022 17:15:00,"9787,086"
30/01/2022 18:30:00,30/01/2022 17:30:00,"9700,740"
30/01/2022 18:45:00,30/01/2022 17:45:00,"9705,165"
30/01/2022 19:00:00,30/01/2022 18:00:00,"9557,045"
30/01/2022 19:15:00,30/01/2022 18:15:00,"9416,476"
30/01/2022 19:30:00,30/01/2022 18:30:00,"9169,155"
30/01/2022 19:45:00,30/01/2022 18:45:00,"9190,874"
30/01/2022 20:00:00,30/01/2022 19:00:00,"9121,361"
30/01/2022 20:15:00,30/01/2022 19:15:00,"8996,013"
30/01/2022 20:30:00,30/01/2022 19:30:00,"8955,927"
30/01/2022 20:45:00,30/01/2022 19:45:00,"8796,854"
30/01/2022 21:00:00,30/01/2022 20:00:00,"8674,251"
30/01/2022 21:15:00,30/01/2022 20:15:00,"8443,967"
30/01/2022 21:30:00,30/01/2022 20:30:00,"8261,631"
30/01/2022 21:45:00,30/01/2022 20:45:00,"8051,160"
30/01/2022 22:00:00,30/01/2022 21:00:00,"8054,586"
30/01/2022 22:15:00,30/01/2022 21:15:00,"8188,330"
30/01/2022 22:30:00,30/01/2022 21:30:00,"8156,807"
30/01/2022 22:45:00,30/01/2022 21:45:00,"8115,595"
30/01/2022 23:00:00,30/01/2022 22:00:00,"8144,423"
30/01/2022 23:15:00,30/01/2022 22:15:00,"8070,930"
30/01/2022 23:30:00,30/01/2022 22:30:00,"7710,856"
30/01/2022 23:45:00,30/01/2022 22:45:00,"7592,774"
31/01/2022 00:00:00,30/01/2022 23:00:00,"7319,666"
31/01/2022 00:15:00,30/01/2022 23:15:00,"7222,579"
31/01/2022 00:30:00,30/01/2022 23:30:00,"7073,792"
31/01/2022 00:45:00,30/01/2022 23:45:00,"6841,707"
31/01/2022 01:00:00,31/01/2022 00:00:00,"6733,058"
31/01/2022 01:15:00,31/01/2022 00:15:00,"6586,022"
31/01/2022 01:30:00,31/01/2022 00:30:00,"6356,791"
31/01/2022 01:45:00,31/01/2022 00:45:00,"6186,517"
31/01/2022 02:00:00,31/01/2022 01:00:00,"6207,068"
31/01/2022 02:15:00,31/01/2022 01:15:00,"6200,691"
31/01/2022 02:30:00,31/01/2022 01:30:00,"6025,767"
31/01/2022 02:45:00,31/01/2022 01:45:00,"5943,249"
31/01/2022 03:00:00,31/01/2022 02:00:00,"5871,576"
31/01/2022 03:15:00,31/01/2022 02:15:00,"6001,467"
31/01/2022 03:30:00,31/01/2022 02:30:00,"5801,461"
31/01/2022 03:45:00,31/01/2022 02:45:00,"5827,494"
31/01/2022 04:00:00,31/01/2022 03:00:00,"5907,282"
31/01/2022 04:15:00,31/01/2022 03:15:00,"5982,067"
31/01/2022 04:30:00,31/01/2022 03:30:00,"5923,026"
31/01/2022 04:45:00,31/01/2022 03:45:00,"6049,784"
31/01/2022 05:00:00,31/01/2022 04:00:00,"6237,648"
31/01/2022 05:15:00,31/01/2022 04:15:00,"6403,494"
31/01/2022 05:30:00,31/01/2022 04:30:00,"6479,573"
31/01/2022 05:45:00,31/01/2022 04:45:00,"6665,806"
31/01/2022 06:00:00,31/01/2022 05:00:00,"7048,472"
31/01/2022 06:15:00,31/01/2022 05:15:00,"7320,823"
31/01/2022 06:30:00,31/01/2022 05:30:00,"7529,215"
31/01/2022 06:45:00,31/01/2022 05:45:00,"7754,151"
31/01/2022 07:00:00,31/01/2022 06:00:00,"7920,902"
31/01/2022 07:15:00,31/01/2022 06:15:00,"8198,990"
31/01/2022 07:30:00,31/01/2022 06:30:00,"8349,855"
31/01/2022 07:45:00,31/01/2022 06:45:00,"8481,431"
31/01/2022 08:00:00,31/01/2022 07:00:00,"8738,497"
31/01/2022 08:15:00,31/01/2022 07:15:00,"8742,839"
31/01/2022 08:30:00,31/01/2022 07:30:00,"8865,455"
31/01/2022 08:45:00,31/01/2022 07:45:00,"8956,626"
31/01/2022 09:00:00,31/01/2022 08:00:00,"9008,103"
31/01/2022 09:15:00,31/01/2022 08:15:00,"8974,195"
31/01/2022 09:30:00,31/01/2022 08:30:00,"8913,421"
31/01/2022 09:45:00,31/01/2022 08:45:00,"8858,847"
31/01/2022 10:00:00,31/01/2022 09:00:00,"8849,625"
31/01/2022 10:15:00,31/01/2022 09:15:00,"8794,986"
31/01/2022 10:30:00,31/01/2022 09:30:00,"8899,304"
31/01/2022 10:45:00,31/01/2022 09:45:00,"8903,354"
31/01/2022 11:00:00,31/01/2022 10:00:00,"8916,809"
31/01/2022 11:15:00,31/01/2022 10:15:00,"8731,058"
31/01/2022 11:30:00,31/01/2022 10:30:00,"8686,097"
31/01/2022 11:45:00,31/01/2022 10:45:00,"8702,193"
31/01/2022 12:00:00,31/01/2022 11:00:00,"8588,895"
31/01/2022 12:15:00,31/01/2022 11:15:00,"8436,303"
31/01/2022 12:30:00,31/01/2022 11:30:00,"8606,101"
31/01/2022 12:45:00,31/01/2022 11:45:00,"8652,265"
31/01/2022 13:00:00,31/01/2022 12:00:00,"8693,278"
31/01/2022 13:15:00,31/01/2022 12:15:00,"8713,839"
31/01/2022 13:30:00,31/01/2022 12:30:00,"8703,582"
31/01/2022 13:45:00,31/01/2022 12:45:00,"8660,505"
31/01/2022 14:00:00,31/01/2022 13:00:00,"8720,082"
31/01/2022 14:15:00,31/01/2022 13:15:00,"8622,194"
31/01/2022 14:30:00,31/01/2022 13:30:00,"8698,309"
31/01/2022 14:45:00,31/01/2022 13:45:00,"8689,186"
31/01/2022 15:00:00,31/01/2022 14:00:00,"8772,097"
31/01/2022 15:15:00,31/01/2022 14:15:00,"8691,449"
31/01/2022 15:30:00,31/01/2022 14:30:00,"8724,180"
31/01/2022 15:45:00,31/01/2022 14:45:00,"8839,087"
31/01/2022 16:00:00,31/01/2022 15:00:00,"8897,437"
31/01/2022 16:15:00,31/01/2022 15:15:00,"8749,981"
31/01/2022 16:30:00,31/01/2022 15:30:00,"8917,344"
31/01/2022 16:45:00,31/01/2022 15:45:00,"9045,442"
31/01/2022 17:00:00,31/01/2022 16:00:00,"9148,400"
31/01/2022 17:15:00,31/01/2022 16:15:00,"9217,346"
31/01/2022 17:30:00,31/01/2022 16:30:00,"9460,737"
31/01/2022 17:45:00,31/01/2022 16:45:00,"9713,247"
31/01/2022 18:00:00,31/01/2022 17:00:00,"9793,533"
31/01/2022 18:15:00,31/01/2022 17:15:00,"9665,055"
31/01/2022 18:30:00,31/01/2022 17:30:00,"9727,545"
31/01/2022 18:45:00,31/01/2022 17:45:00,"9552,520"
31/01/2022 19:00:00,31/01/2022 18:00:00,"9457,006"
31/01/2022 19:15:00,31/01/2022 18:15:00,"9286,001"
31/01/2022 19:30:00,31/01/2022 18:30:00,"9317,221"
31/01/2022 19:45:00,31/01/2022 18:45:00,"9224,069"
31/01/2022 20:00:00,31/01/2022 19:00:00,"9021,758"
31/01/2022 20:15:00,31/01/2022 19:15:00,"8870,114"
31/01/2022 20:30:00,31/01/2022 19:30:00,"8769,088"
31/01/2022 20:45:00,31/01/2022 19:45:00,"8700,848"
31/01/2022 21:00:00,31/01/2022 20:00:00,"8485,450"
31/01/2022 21:15:00,31/01/2022 20:15:00,"8464,804"
31/01/2022 21:30:00,31/01/2022 20:30:00,"8363,232"
31/01/2022 21:45:00,31/01/2022 20:45:00,"8348,037"
31/01/2022 22:00:00,31/01/2022 21:00:00,"8445,349"
31/01/2022 22:15:00,31/01/2022 21:15:00,"8472,398"
31/01/2022 22:30:00,31/01/2022 21:30:00,"8723,327"
31/01/2022 22:45:00,31/01/2022 21:45:00,"8648,156"
31/01/2022 23:00:00,31/01/2022 22:00:00,"8692,646"
31/01/2022 23:15:00,31/01/2022 22:15:00,"8698,024"
31/01/2022 23:30:00,31/01/2022 22:30:00,"8644,973"
31/01/2022 23:45:00,31/01/2022 22:45:00,"8659,567"
01/02/2022 00:00:00,31/01/2022 23:00:00,"8578,467"
01/02/2022 00:15:00,31/01/2022 23:15:00,"8581,511"
01/02/2022 00:30:00,31/01/2022 23:30:00,"8352,161"
01/02/2022 00:45:00,31/01/2022 23:45:00,"8159,565"
01/02/2022 01:00:00,01/02/2022 00:00:00,"8113,157"
01/02/2022 01:15:00,01/02/2022 00:15:00,"8130,389"
01/02/2022 01:30:00,01/02/2022 00:30:00,"8072,746"
01/02/2022 01:45:00,01/02/2022 00:45:00,"7800,251"
01/02/2022 02:00:00,01/02/2022 01:00:00,"7776,099"
01/02/2022 02:15:00,01/02/2022 01:15:00,"7844,370"
01/02/2022 02:30:00,01/02/2022 01:30:00,"7794,921"
01/02/2022 02:45:00,01/02/2022 01:45:00,"7729,602"
01/02/2022 03:00:00,01/02/2022 02:00:00,"7702,724"
01/02/2022 03:15:00,01/02/2022 02:15:00,"7653,135"
01/02/2022 03:30:00,01/02/2022 02:30:00,"7655,105"
01/02/2022 03:45:00,01/02/2022 02:45:00,"7580,849"
01/02/2022 04:00:00,01/02/2022 03:00:00,"7574,480"
01/02/2022 04:15:00,01/02/2022 03:15:00,"7613,141"
01/02/2022 04:30:00,01/02/2022 03:30:00,"7848,603"
01/02/2022 04:45:00,01/02/2022 03:45:00,"7815,209"
01/02/2022 05:00:00,01/02/2022 04:00:00,"7995,709"
01/02/2022 05:15:00,01/02/2022 04:15:00,"8129,695"
01/02/2022 05:30:00,01/02/2022 04:30:00,"8227,764"
01/02/2022 05:45:00,01/02/2022 04:45:00,"8342,300"
01/02/2022 06:00:00,01/02/2022 05:00:00,"8599,173"
01/02/2022 06:15:00,01/02/2022 05:15:00,"8993,821"
01/02/2022 06:30:00,01/02/2022 05:30:00,"9171,582"
01/02/2022 06:45:00,01/02/2022 05:45:00,"9313,280"
01/02/2022 07:00:00,01/02/2022 06:00:00,"9430,347"
01/02/2022 07:15:00,01/02/2022 06:15:00,"9515,562"
01/02/2022 07:30:00,01/02/2022 06:30:00,"9771,964"
01/02/2022 07:45:00,01/02/2022 06:45:00,"9803,201"
01/02/2022 08:00:00,01/02/2022 07:00:00,"9935,148"
01/02/2022 08:15:00,01/02/2022 07:15:00,"9864,452"
01/02/2022 08:30:00,01/02/2022 07:30:00,"9994,975"
01/02/2022 08:45:00,01/02/2022 07:45:00,"9948,296"
01/02/2022 09:00:00,01/02/2022 08:00:00,"9964,891"
01/02/2022 09:15:00,01/02/2022 08:15:00,"9936,795"
01/02/2022 09:30:00,01/02/2022 08:30:00,"9964,807"
01/02/2022 09:45:00,01/02/2022 08:45:00,"9836,489"
01/02/2022 10:00:00,01/02/2022 09:00:00,"9766,293"
01/02/2022 10:15:00,01/02/2022 09:15:00,"9882,776"
01/02/2022 10:30:00,01/02/2022 09:30:00,"9809,766"
01/02/2022 10:45:00,01/02/2022 09:45:00,"9835,948"
01/02/2022 11:00:00,01/02/2022 10:00:00,"9772,568"
01/02/2022 11:15:00,01/02/2022 10:15:00,"9794,229"
01/02/2022 11:30:00,01/02/2022 10:30:00,"9710,621"
01/02/2022 11:45:00,01/02/2022 10:45:00,"9709,371"
01/02/2022 12:00:00,01/02/2022 11:00:00,"9519,897"
01/02/2022 12:15:00,01/02/2022 11:15:00,"9338,791"
01/02/2022 12:30:00,01/02/2022 11:30:00,"9261,052"
01/02/2022 12:45:00,01/02/2022 11:45:00,"9227,734"
01/02/2022 13:00:00,01/02/2022 12:00:00,"9330,025"
01/02/2022 13:15:00,01/02/2022 12:15:00,"9233,084"
01/02/2022 13:30:00,01/02/2022 12:30:00,"9286,363"
01/02/2022 13:45:00,01/02/2022 12:45:00,"9147,921"
01/02/2022 14:00:00,01/02/2022 13:00:00,"9202,308"
01/02/2022 14:15:00,01/02/2022 13:15:00,"9085,518"
01/02/2022 14:30:00,01/02/2022 13:30:00,"8994,835"
01/02/2022 14:45:00,01/02/2022 13:45:00,"9073,577"
01/02/2022 15:00:00,01/02/2022 14:00:00,"9019,129"
01/02/2022 15:15:00,01/02/2022 14:15:00,"8719,831"
01/02/2022 15:30:00,01/02/2022 14:30:00,"8750,417"
01/02/2022 15:45:00,01/02/2022 14:45:00,"8814,542"
01/02/2022 16:00:00,01/02/2022 15:00:00,"8859,392"
01/02/2022 16:15:00,01/02/2022 15:15:00,"8863,252"
01/02/2022 16:30:00,01/02/2022 15:30:00,"8889,226"
01/02/2022 16:45:00,01/02/2022 15:45:00,"9035,165"
01/02/2022 17:00:00,01/02/2022 16:00:00,"9094,919"
01/02/2022 17:15:00,01/02/2022 16:15:00,"9342,190"
01/02/2022 17:30:00,01/02/2022 16:30:00,"9587,263"
01/02/2022 17:45:00,01/02/2022 16:45:00,"9919,185"
01/02/2022 18:00:00,01/02/2022 17:00:00,"9900,070"
01/02/2022 18:15:00,01/02/2022 17:15:00,"9790,188"
01/02/2022 18:30:00,01/02/2022 17:30:00,"9707,444"
01/02/2022 18:45:00,01/02/2022 17:45:00,"9689,465"
01/02/2022 19:00:00,01/02/2022 18:00:00,"9547,309"
01/02/2022 19:15:00,01/02/2022 18:15:00,"9399,231"
01/02/2022 19:30:00,01/02/2022 18:30:00,"9226,208"
01/02/2022 19:45:00,01/02/2022 18:45:00,"9064,762"
01/02/2022 20:00:00,01/02/2022 19:00:00,"8892,549"
01/02/2022 20:15:00,01/02/2022 19:15:00,"8715,366"
01/02/2022 20:30:00,01/02/2022 19:30:00,"8512,147"
01/02/2022 20:45:00,01/02/2022 19:45:00,"8453,114"
01/02/2022 21:00:00,01/02/2022 20:00:00,"8251,738"
01/02/2022 21:15:00,01/02/2022 20:15:00,"8310,687"
01/02/2022 21:30:00,01/02/2022 20:30:00,"8157,223"
01/02/2022 21:45:00,01/02/2022 20:45:00,"7934,248"
01/02/2022 22:00:00,01/02/2022 21:00:00,"8041,124"
01/02/2022 22:15:00,01/02/2022 21:15:00,"8118,797"
01/02/2022 22:30:00,01/02/2022 21:30:00,"8160,218"
01/02/2022 22:45:00,01/02/2022 21:45:00,"8025,766"
01/02/2022 23:00:00,01/02/2022 22:00:00,"8058,441"
01/02/2022 23:15:00,01/02/2022 22:15:00,"8002,636"
01/02/2022 23:30:00,01/02/2022 22:30:00,"7860,073"
01/02/2022 23:45:00,01/02/2022 22:45:00,"7712,237"
02/02/2022 00:00:00,01/02/2022 23:00:00,"7666,922"
02/02/2022 00:15:00,01/02/2022 23:15:00,"7547,934"
02/02/2022 00:30:00,01/02/2022 23:30:00,"7399,525"
02/02/2022 00:45:00,01/02/2022 23:45:00,"7307,966"
02/02/2022 01:00:00,02/02/2022 00:00:00,"7265,903"
02/02/2022 01:15:00,02/02/2022 00:15:00,"7200,178"
02/02/2022 01:30:00,02/02/2022 00:30:00,"7054,223"
02/02/2022 01:45:00,02/02/2022 00:45:00,"6952,876"
02/02/2022 02:00:00,02/02/2022 01:00:00,"6955,510"
02/02/2022 02:15:00,02/02/2022 01:15:00,"6970,389"
02/02/2022 02:30:00,02/02/2022 01:30:00,"6849,116"
02/02/2022 02:45:00,02/02/2022 01:45:00,"6829,244"
02/02/2022 03:00:00,02/02/2022 02:00:00,"6920,016"
02/02/2022 03:15:00,02/02/2022 02:15:00,"6864,117"
02/02/2022 03:30:00,02/02/2022 02:30:00,"6819,487"
02/02/2022 03:45:00,02/02/2022 02:45:00,"6838,924"
02/02/2022 04:00:00,02/02/2022 03:00:00,"6847,877"
02/02/2022 04:15:00,02/02/2022 03:15:00,"6822,256"
02/02/2022 04:30:00,02/02/2022 03:30:00,"7055,049"
02/02/2022 04:45:00,02/02/2022 03:45:00,"7207,491"
02/02/2022 05:00:00,02/02/2022 04:00:00,"7412,030"
02/02/2022 05:15:00,02/02/2022 04:15:00,"7501,971"
02/02/2022 05:30:00,02/02/2022 04:30:00,"7673,229"
02/02/2022 05:45:00,02/02/2022 04:45:00,"7859,098"
02/02/2022 06:00:00,02/02/2022 05:00:00,"8122,306"
02/02/2022 06:15:00,02/02/2022 05:15:00,"8456,746"
02/02/2022 06:30:00,02/02/2022 05:30:00,"8881,606"
02/02/2022 06:45:00,02/02/2022 05:45:00,"9151,390"
02/02/2022 07:00:00,02/02/2022 06:00:00,"9325,654"
02/02/2022 07:15:00,02/02/2022 06:15:00,"9446,960"
02/02/2022 07:30:00,02/02/2022 06:30:00,"9812,064"
02/02/2022 07:45:00,02/02/2022 06:45:00,"9845,855"
02/02/2022 08:00:00,02/02/2022 07:00:00,"9885,033"
02/02/2022 08:15:00,02/02/2022 07:15:00,"9928,280"
02/02/2022 08:30:00,02/02/2022 07:30:00,"9984,240"
02/02/2022 08:45:00,02/02/2022 07:45:00,"10127,299"
02/02/2022 09:00:00,02/02/2022 08:00:00,"10146,155"
02/02/2022 09:15:00,02/02/2022 08:15:00,"10246,824"
02/02/2022 09:30:00,02/02/2022 08:30:00,"10301,399"
02/02/2022 09:45:00,02/02/2022 08:45:00,"10334,035"
02/02/2022 10:00:00,02/02/2022 09:00:00,"10296,260"
02/02/2022 10:15:00,02/02/2022 09:15:00,"10334,050"
02/02/2022 10:30:00,02/02/2022 09:30:00,"10358,420"
02/02/2022 10:45:00,02/02/2022 09:45:00,"10238,525"
02/02/2022 11:00:00,02/02/2022 10:00:00,"10222,828"
02/02/2022 11:15:00,02/02/2022 10:15:00,"10175,950"
02/02/2022 11:30:00,02/02/2022 10:30:00,"10274,682"
02/02/2022 11:45:00,02/02/2022 10:45:00,"10171,259"
02/02/2022 12:00:00,02/02/2022 11:00:00,"10121,265"
02/02/2022 12:15:00,02/02/2022 11:15:00,"10214,458"
02/02/2022 12:30:00,02/02/2022 11:30:00,"10230,727"
02/02/2022 12:45:00,02/02/2022 11:45:00,"10118,475"
02/02/2022 13:00:00,02/02/2022 12:00:00,"10164,401"
02/02/2022 13:15:00,02/02/2022 12:15:00,"10185,131"
02/02/2022 13:30:00,02/02/2022 12:30:00,"10269,749"
02/02/2022 13:45:00,02/02/2022 12:45:00,"10138,716"
02/02/2022 14:00:00,02/02/2022 13:00:00,"10246,552"
02/02/2022 14:15:00,02/02/2022 13:15:00,"10266,909"
02/02/2022 14:30:00,02/02/2022 13:30:00,"10215,373"
02/02/2022 14:45:00,02/02/2022 13:45:00,"10203,369"
02/02/2022 15:00:00,02/02/2022 14:00:00,"10324,677"
02/02/2022 15:15:00,02/02/2022 14:15:00,"10429,467"
02/02/2022 15:30:00,02/02/2022 14:30:00,"10423,646"
02/02/2022 15:45:00,02/02/2022 14:45:00,"10531,223"
02/02/2022 16:00:00,02/02/2022 15:00:00,"10354,650"
02/02/2022 16:15:00,02/02/2022 15:15:00,"10329,075"
02/02/2022 16:30:00,02/02/2022 15:30:00,"10368,480"
02/02/2022 16:45:00,02/02/2022 15:45:00,"10497,919"
02/02/2022 17:00:00,02/02/2022 16:00:00,"10638,242"
02/02/2022 17:15:00,02/02/2022 16:15:00,"10644,472"
02/02/2022 17:30:00,02/02/2022 16:30:00,"10940,261"
02/02/2022 17:45:00,02/02/2022 16:45:00,"11078,179"
02/02/2022 18:00:00,02/02/2022 17:00:00,"11085,122"
02/02/2022 18:15:00,02/02/2022 17:15:00,"11150,844"
02/02/2022 18:30:00,02/02/2022 17:30:00,"11045,010"
02/02/2022 18:45:00,02/02/2022 17:45:00,"11056,126"
02/02/2022 19:00:00,02/02/2022 18:00:00,"10827,630"
02/02/2022 19:15:00,02/02/2022 18:15:00,"10679,261"
02/02/2022 19:30:00,02/02/2022 18:30:00,"10427,396"
02/02/2022 19:45:00,02/02/2022 18:45:00,"10446,099"
02/02/2022 20:00:00,02/02/2022 19:00:00,"10102,712"
02/02/2022 20:15:00,02/02/2022 19:15:00,"10062,794"
02/02/2022 20:30:00,02/02/2022 19:30:00,"9854,220"
02/02/2022 20:45:00,02/02/2022 19:45:00,"9619,684"
02/02/2022 21:00:00,02/02/2022 20:00:00,"9547,416"
02/02/2022 21:15:00,02/02/2022 20:15:00,"9539,174"
02/02/2022 21:30:00,02/02/2022 20:30:00,"9221,309"
02/02/2022 21:45:00,02/02/2022 20:45:00,"9051,774"
02/02/2022 22:00:00,02/02/2022 21:00:00,"9100,853"
02/02/2022 22:15:00,02/02/2022 21:15:00,"9228,562"
02/02/2022 22:30:00,02/02/2022 21:30:00,"9191,423"
02/02/2022 22:45:00,02/02/2022 21:45:00,"8983,241"
02/02/2022 23:00:00,02/02/2022 22:00:00,"8989,641"
02/02/2022 23:15:00,02/02/2022 22:15:00,"9081,752"
02/02/2022 23:30:00,02/02/2022 22:30:00,"8916,903"
02/02/2022 23:45:00,02/02/2022 22:45:00,"8646,318"
03/02/2022 00:00:00,02/02/2022 23:00:00,"8391,108"
03/02/2022 00:15:00,02/02/2022 23:15:00,"8338,727"
03/02/2022 00:30:00,02/02/2022 23:30:00,"8300,900"
03/02/2022 00:45:00,02/02/2022 23:45:00,"8158,790"
03/02/2022 01:00:00,03/02/2022 00:00:00,"7973,753"
03/02/2022 01:15:00,03/02/2022 00:15:00,"7904,826"
03/02/2022 01:30:00,03/02/2022 00:30:00,"7761,229"
03/02/2022 01:45:00,03/02/2022 00:45:00,"7739,629"
03/02/2022 02:00:00,03/02/2022 01:00:00,"7938,410"
03/02/2022 02:15:00,03/02/2022 01:15:00,"7806,890"
03/02/2022 02:30:00,03/02/2022 01:30:00,"7777,577"
03/02/2022 02:45:00,03/02/2022 01:45:00,"7745,312"
03/02/2022 03:00:00,03/02/2022 02:00:00,"7655,497"
03/02/2022 03:15:00,03/02/2022 02:15:00,"7663,378"
03/02/2022 03:30:00,03/02/2022 02:30:00,"7739,960"
03/02/2022 03:45:00,03/02/2022 02:45:00,"7624,138"
03/02/2022 04:00:00,03/02/2022 03:00:00,"7736,533"
03/02/2022 04:15:00,03/02/2022 03:15:00,"7851,377"
03/02/2022 04:30:00,03/02/2022 03:30:00,"7792,203"
03/02/2022 04:45:00,03/02/2022 03:45:00,"7830,090"
03/02/2022 05:00:00,03/02/2022 04:00:00,"8015,393"
03/02/2022 05:15:00,03/02/2022 04:15:00,"8186,527"
